entity_name,year,quarter,subquestion,worker_category,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
AMINVESTMENT BANK BERHAD,2025,Quarter 2,A. Malaysian,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,A. Malaysian,Professional,,,,134.0,137.0,137.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,A. Malaysian,TOTAL Malaysian,,,,312.0,315.0,314.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,A. Malaysian,Technicians & Associate Professionals,,,,79.0,79.0,77.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Managers,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Clerical Occupations,,,,14.0,14.0,12.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Elementary Occupations,,,,5.0,5.0,5.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Managers,,,,80.0,80.0,83.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Operative Workers,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Professional,,,,134.0,137.0,137.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment,,,,312.0,315.0,314.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,0.0,0.0,0.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,79.0,79.0,77.0,,,,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,A. Malaysian,Clerical Occupations,,,,,,,14.0,14.0,12.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,A. Malaysian,Elementary Occupations,,,,,,,5.0,5.0,5.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,A. Malaysian,Managers,,,,,,,80.0,80.0,83.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,A. Malaysian,Operative Workers,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,A. Malaysian,Professional,,,,,,,134.0,137.0,137.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,A. Malaysian,TOTAL Malaysian,,,,,,,312.0,315.0,314.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,A. Malaysian,Technicians & Associate Professionals,,,,,,,79.0,79.0,77.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Managers,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Clerical Occupations,,,,,,,14.0,14.0,12.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Elementary Occupations,,,,,,,5.0,5.0,5.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Managers,,,,,,,80.0,80.0,83.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Operative Workers,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Professional,,,,,,,134.0,137.0,137.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment,,,,,,,312.0,315.0,314.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,,,,0.0,0.0,0.0,,,
AMINVESTMENT BANK BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,,,,79.0,79.0,77.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Clerical Occupations,16.0,16.0,16.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Elementary Occupations,4.0,4.0,4.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Managers,175.0,172.0,172.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Operative Workers,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Professional,139.0,139.0,138.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,TOTAL Malaysian,450.0,447.0,446.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Technicians & Associate Professionals,116.0,116.0,116.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Managers,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Operative Workers,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Professional,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,1.0,1.0,1.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,1.0,1.0,1.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Clerical Occupations,16.0,16.0,16.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Elementary Occupations,4.0,4.0,4.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Managers,176.0,173.0,173.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Operative Workers,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Professional,139.0,139.0,138.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),TOTAL Employment,451.0,448.0,447.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,0.0,0.0,0.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,116.0,116.0,116.0,,,,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Clerical Occupations,,,,16.0,16.0,16.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Elementary Occupations,,,,4.0,4.0,4.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Managers,,,,175.0,172.0,172.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Professional,,,,139.0,139.0,138.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,TOTAL Malaysian,,,,450.0,447.0,446.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Technicians & Associate Professionals,,,,116.0,116.0,116.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Managers,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,1.0,1.0,1.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,1.0,1.0,1.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Clerical Occupations,,,,16.0,16.0,16.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Elementary Occupations,,,,4.0,4.0,4.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Managers,,,,176.0,173.0,173.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Operative Workers,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Professional,,,,139.0,139.0,138.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment,,,,451.0,448.0,447.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,0.0,0.0,0.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,116.0,116.0,116.0,,,,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Clerical Occupations,,,,,,,16.0,16.0,16.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Elementary Occupations,,,,,,,4.0,4.0,4.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Managers,,,,,,,175.0,172.0,172.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Operative Workers,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Professional,,,,,,,139.0,139.0,138.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,TOTAL Malaysian,,,,,,,450.0,447.0,446.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Technicians & Associate Professionals,,,,,,,116.0,116.0,116.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Managers,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,,,,1.0,1.0,1.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,,,,1.0,1.0,1.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Clerical Occupations,,,,,,,16.0,16.0,16.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Elementary Occupations,,,,,,,4.0,4.0,4.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Managers,,,,,,,176.0,173.0,173.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Operative Workers,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Professional,,,,,,,139.0,139.0,138.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment,,,,,,,451.0,448.0,447.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,,,,0.0,0.0,0.0,,,
AMMETLIFE INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,,,,116.0,116.0,116.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Clerical Occupations,912.0,915.0,910.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Elementary Occupations,26.0,24.0,24.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Managers,117.0,115.0,117.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Operative Workers,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Professional,749.0,749.0,751.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,TOTAL Malaysian,5023.0,5053.0,5066.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Technicians & Associate Professionals,3219.0,3250.0,3264.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Managers,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Operative Workers,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Professional,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Clerical Occupations,912.0,915.0,910.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Elementary Occupations,26.0,24.0,24.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Managers,117.0,115.0,117.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Operative Workers,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Professional,749.0,749.0,751.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),TOTAL Employment,5023.0,5053.0,5066.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,0.0,0.0,0.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,3219.0,3250.0,3264.0,,,,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Clerical Occupations,,,,912.0,915.0,910.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Elementary Occupations,,,,26.0,24.0,24.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Managers,,,,117.0,115.0,117.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Operative Workers,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Professional,,,,749.0,749.0,751.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,TOTAL Malaysian,,,,5023.0,5053.0,5066.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Technicians & Associate Professionals,,,,3219.0,3250.0,3264.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
